text,value,selected,description,imageSrc
Grape Cookies,2190,,,"""https://assets.wikileaf.com/assets/strains/strain/Grape-Cookies-Icon.png"""
Hawaiian Mayan Gold,2191,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-HawaiianMayanGold.png"""
Hammershark,2192,,,"""https://assets.wikileaf.com/assets/strains/strain/Hammershark-icon.png"""
Harley Storm,2193,,,"""https://assets.wikileaf.com/assets/strains/strain/Harley-Storm-icon.png"""
Juicy Jack,2194,,,"""https://assets.wikileaf.com/assets/strains/strain/JuiceJack-icon.png"""
Sugar Breath,2195,,,"""../../../assets/img/strain-types/Indica_500.png"""
Deep Cheese,2196,,,"""https://assets.wikileaf.com/assets/strains/strain/deep-cheese-icon.png"""
Horace,2197,,,"""https://assets.wikileaf.com/assets/strains/strain/Horace-icon.png"""
Ray Charles,2198,,,"""https://assets.wikileaf.com/assets/strains/strain/ray-charles-icon.png"""
K-Train,2199,,,"""https://assets.wikileaf.com/assets/strains/strain/str-k-train_500x500.png"""
Honey Rock,2200,,,"""https://assets.wikileaf.com/assets/strains/strain/Honey-Rock-icon.png"""
Cherry Durban Poison,2201,,,"""https://assets.wikileaf.com/assets/strains/strain/Cherry-Durban-Poison-icon.png"""
Sugar Mama,2202,,,"""https://assets.wikileaf.com/assets/strains/strain/Sugar-Mama-Icon.png"""
White Cheese,2203,,,"""https://assets.wikileaf.com/assets/strains/strain/White-cheese-Icon.png"""
Rainbow Jones,2204,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pirate Radio,2205,,,"""https://assets.wikileaf.com/assets/strains/strain/1576185951_Pirate-Radio-icon.png"""
Blackberry Cream,2206,,,"""https://assets.wikileaf.com/assets/strains/strain/Blackberry-Cream-Icon.png"""
Ether,2207,,,"""https://assets.wikileaf.com/assets/strains/strain/ether-Icon.png"""
G.O.A.T.,2208,,,"""https://assets.wikileaf.com/assets/strains/strain/goat-icon.png"""
Lost Coast Ghost,2209,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314586_Lost-Coast-Ghost-icon.png"""
Mean Misty,2210,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314633_Mean-Misty-icon.png"""
Mango Habanero,2211,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660042_Mango-Habanero-icon.png"""
Seattle Blue,2212,,,"""https://assets.wikileaf.com/assets/strains/strain/Seattle-icon.png"""
Lucifer OG,2213,,,"""https://assets.wikileaf.com/assets/strains/strain/Lucifer-OG-icon.png"""
Viper City OG,2214,,,"""../../../assets/img/strain-types/Indica_500.png"""
Birds Eye,2215,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-BirdsEye.png"""
Enigma,2216,,,"""https://assets.wikileaf.com/assets/strains/strain/enigma-icon.png"""
Black Velvet,2217,,,"""https://assets.wikileaf.com/assets/strains/strain/str-black-velvet_500x500.png"""
Bermuda Punch,2218,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Chocolate Tonic,2219,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-tonic-icon.png"""
Double OG,2220,,,"""https://assets.wikileaf.com/assets/strains/strain/Double-OG-Icon.png"""
Jack Haze,2221,,,"""https://assets.wikileaf.com/assets/strains/strain/jack-haze-icon.png"""
'88 G13 Hashplant,2222,,,"""../../../assets/img/strain-types/Indica_500.png"""
Hippie Chicken,2223,,,"""https://assets.wikileaf.com/assets/strains/strain/HippieChicken-icon.png"""
The Sauce,2224,,,"""https://assets.wikileaf.com/assets/strains/strain/The-Sauce-Icon.png"""
Cabbage Patch,2225,,,"""https://assets.wikileaf.com/assets/strains/strain/Cabbage_Patch.jpg"""
Harry Potter,2226,,,"""https://assets.wikileaf.com/assets/strains/strain/Harry-Potter-Icon.jpg"""
Azure Haze,2227,,,"""https://assets.wikileaf.com/assets/strains/strain/azure-haze-icon.png"""
Purple Snow,2228,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Rug Burn OG,2229,,,"""https://assets.wikileaf.com/assets/strains/strain/Rug_Burn_OG.jpg"""
Dream Berry,2230,,,"""https://assets.wikileaf.com/assets/strains/strain/Dream-Berry-Icon.png"""
Light of Jah,2231,,,"""https://assets.wikileaf.com/assets/strains/strain/str-light-of-jah_500x500.png"""
Dreamer's Glass,2232,,,"""https://assets.wikileaf.com/assets/strains/strain/dreamers-glass-icon.png"""
Panda OG,2233,,,"""https://assets.wikileaf.com/assets/strains/strain/Panda_OG.jpg"""
Chronic Thunder,2234,,,"""https://assets.wikileaf.com/assets/strains/strain/Str-ChronicThunder_500x500.png"""
Dream Machine,2235,,,"""https://assets.wikileaf.com/assets/strains/strain/Dream-Machine-Icon.jpg"""
Blue Hash,2236,,,"""https://assets.wikileaf.com/assets/strains/strain/Blue-Hash-Icon.png"""
Secret Weapon,2237,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Red Rhino,2238,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Orange Velvet,2239,,,"""https://assets.wikileaf.com/assets/strains/strain/Orange-Velvet-Icon.png"""
Black Banana Cookies,2240,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cookies and Dream,2241,,,"""https://assets.wikileaf.com/assets/strains/strain/Cookies-and-Dream-Icon.png"""
Stardust,2242,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Sapphire Star,2243,,,"""https://assets.wikileaf.com/assets/strains/strain/Sappire-Star-Icon.png"""
Shaman,2244,,,"""https://assets.wikileaf.com/assets/strains/strain/Shaman-Icon.png"""
Walker Kush,2245,,,"""https://assets.wikileaf.com/assets/strains/strain/Walker-Kush-Icon.png"""
Alpha OG,2246,,,"""https://assets.wikileaf.com/assets/strains/strain/Alpha-OG-Icon.png"""
Batman OG,2247,,,"""https://assets.wikileaf.com/assets/strains/strain/Batman-OG-Icon.png"""
Glue Tech,2248,,,"""https://assets.wikileaf.com/assets/strains/strain/Str-GlueTech_500x500.png"""
Glookies,2249,,,"""../../../assets/img/strain-types/Indica_500.png"""
Urban Poison,2250,,,"""https://assets.wikileaf.com/assets/strains/strain/Str-UrbanPoison_500x500.png"""
Jack Diesel,2251,,,"""https://assets.wikileaf.com/assets/strains/strain/Jack-Diesel-Icon.png"""
Space Candy,2252,,,"""https://assets.wikileaf.com/assets/strains/strain/Space-Candy-Icon.png"""
Mickey Kush,2253,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660193_Mickey-Kush-icon.png"""
Blues,2254,,,"""https://assets.wikileaf.com/assets/strains/strain/Blues-strain-icon.png"""
Titan OG,2255,,,"""../../../assets/img/strain-types/Indica_500.png"""
Electric Lemon G,2256,,,"""https://assets.wikileaf.com/assets/strains/strain/str-elec-lemon_500x500.png"""
Butterscotch,2257,,,"""https://assets.wikileaf.com/assets/strains/strain/str-butterscotch_500x500.png"""
Nepalese,2258,,,"""https://assets.wikileaf.com/assets/strains/strain/str-nepalese_500x500.png"""
Purple Mr. Nice,2259,,,"""https://assets.wikileaf.com/assets/strains/strain/str-purp-mr-nice_500x500.png"""
Alien Abduction,2260,,,"""https://assets.wikileaf.com/assets/strains/strain/Alien-Abduction-Icon.png"""
Super Bud,2261,,,"""https://assets.wikileaf.com/assets/strains/strain/Super-Bud-Icon.png"""
Orange Turbo,2262,,,"""https://assets.wikileaf.com/assets/strains/strain/Orange-Turbo-Icon.png"""
Super Sour Skunk,2263,,,"""https://assets.wikileaf.com/assets/strains/strain/Super-Sour-Skunk-Icon.png"""
Rainbow Chip,2264,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Santa Maria,2265,,,"""https://assets.wikileaf.com/assets/strains/strain/Santa_Maria.jpg"""
Don Carlos,2266,,,"""https://assets.wikileaf.com/assets/strains/strain/str-don-carlos_500x500.png"""
Silver Pearl,2267,,,"""https://assets.wikileaf.com/assets/strains/strain/silver-pearl-Icon.png"""
Cambodian,2268,,,"""https://assets.wikileaf.com/assets/strains/strain/str-cambodian_500x500.png"""
Blue Wreck,2269,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-BlueWreck.png"""
Strawberry Guava,2270,,,"""../../../assets/img/strain-types/Indica_500.png"""
Lime Green Skunk,2271,,,"""https://assets.wikileaf.com/assets/strains/strain/Str-LimeGreenSkunk_500x500.png"""
Master Bubba,2272,,,"""https://assets.wikileaf.com/assets/strains/strain/Master-Bubba-Icon.png"""
White Skunk,2273,,,"""https://assets.wikileaf.com/assets/strains/strain/White-Skunk-Icon.jpg"""
The Truth,2274,,,"""https://assets.wikileaf.com/assets/strains/strain/The-Truth-Icon.jpg"""
Strawberry Milkshake,2275,,,"""https://assets.wikileaf.com/assets/strains/strain/strawberry-milkshake-Icon.png"""
The Flav,2276,,,"""https://assets.wikileaf.com/assets/strains/strain/The-Flav-Icon.png"""
Collins Ave,2277,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
A-Dub,2278,,,"""https://assets.wikileaf.com/assets/strains/strain/A-Dub-Icon.jpg"""
Very Berry Haze,2279,,,"""https://assets.wikileaf.com/assets/strains/strain/Very-Berry-Haze-Icon.jpg"""
Grandpa Larry OG,2280,,,"""https://assets.wikileaf.com/assets/strains/strain/Grandpa-Larry-OG-Icon.jpg"""
Lemon Fire,2281,,,"""https://assets.wikileaf.com/assets/strains/strain/Lemon-Fire-Icon.jpg"""
Purple Goo,2282,,,"""https://assets.wikileaf.com/assets/strains/strain/Purple-Goo-Icon.jpg"""
Master Yoda,2283,,,"""https://assets.wikileaf.com/assets/strains/strain/Master-Yoda-Icon.jpg"""
Blue Runtz,2284,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pink Berry,2285,,,"""https://assets.wikileaf.com/assets/strains/strain/Pink-Berry-Icon.png"""
Cactus,2286,,,"""https://assets.wikileaf.com/assets/strains/strain/Cactus-Icon.png"""
Super Cheese,2287,,,"""https://assets.wikileaf.com/assets/strains/strain/Super-Cheese-Icon.jpg"""
Blueberry Dream,2288,,,"""https://assets.wikileaf.com/assets/strains/strain/Blueberry-Dream-Icon.png"""
Ancient OG,2289,,,"""https://assets.wikileaf.com/assets/strains/strain/Ancient-OG-Icon.png"""
10th Planet,2290,,,"""../../../assets/img/strain-types/Indica_500.png"""
Chocolate Lava,2291,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-lava-icon.png"""
Burmese Kush,2292,,,"""https://assets.wikileaf.com/assets/strains/strain/Burmese-Kush-icon.png"""
Orange Diesel,2293,,,"""https://assets.wikileaf.com/assets/strains/strain/Orange_Diesel_500x500.png"""
OCD,2294,,,"""https://assets.wikileaf.com/assets/strains/strain/OCD-Icon.png"""
Oregon Pinot Noir,2295,,,"""https://assets.wikileaf.com/assets/strains/strain/oregon_pinot_noir_icon.png"""
Nice Cherry,2296,,,"""https://assets.wikileaf.com/assets/strains/strain/Nice-Cherry-Icon.png"""
South Indian Indica,2297,,,"""https://assets.wikileaf.com/assets/strains/strain/south_indian_indica_icon.png"""
Alchemy,2298,,,"""https://assets.wikileaf.com/assets/strains/strain/Alchemy-Icon2.jpg"""
Royal Chemdawg,2299,,,"""https://assets.wikileaf.com/assets/strains/strain/royal-chemdawg-icon.png"""
Medibud,2300,,,"""https://assets.wikileaf.com/assets/strains/strain/Medibud-icon.png"""
Grand Hindu,2301,,,"""https://assets.wikileaf.com/assets/strains/strain/str-grandhindu_500x500.png"""
Critical Hog,2302,,,"""https://assets.wikileaf.com/assets/strains/strain/Critical_Hog.png"""
Cherry Pie Kush,2303,,,"""https://assets.wikileaf.com/assets/strains/strain/Cherry-Pie-Kush-Icon.png"""
Afternoon Delight,2304,,,"""https://assets.wikileaf.com/assets/strains/strain/Afternoon-Delight-Icon.png"""
Cherry Lemonade,2305,,,"""../../../assets/img/strain-types/Indica_500.png"""
Schrom,2306,,,"""https://assets.wikileaf.com/assets/strains/strain/schrom-icon.png"""
SinMint Cookies,2307,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678756_Sin-Mint-Cookies-icon.png"""
Rockstar Master Kush,2308,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314899_Rockstar-Master-Kush-icon.png"""
Pineapple Dog Shit,2309,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660405_Pineapple-Dog-Shit-icon.png"""
Mt Hood Magic,2310,,,"""https://assets.wikileaf.com/assets/strains/strain/MtHood-Magic-Icon.png"""
Rocky Mountain Blueberry,2311,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678691_Rocky-Mountain-Blueberry-icon.png"""
Ogre Berry,2312,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314745_Ogre-Berry-icon.png"""
Magnum PI,2313,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660009_Magnum-PI-icon.png"""
Candy OG,2314,,,"""../../../assets/img/strain-types/Indica_500.png"""
Hawaiian Diesel,2315,,,"""https://assets.wikileaf.com/assets/strains/strain/Hawaiian-Diesel-Icon.png"""
OG LA Affie,2316,,,"""https://assets.wikileaf.com/assets/strains/strain/1576793557_OGLA-Affie-icon.png"""
Monkey Thunder,2317,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Critical Kali Mist,2318,,,"""https://assets.wikileaf.com/assets/strains/strain/Critical-Kali-Mist-Icon.png"""
Rocklock,2319,,,"""https://assets.wikileaf.com/assets/strains/strain/Rocklock-icon.png"""
Fruit Spirit,2320,,,"""https://assets.wikileaf.com/assets/strains/strain/Fruit-Spirit-Icon.png"""
Moon Cookies,2321,,,"""https://assets.wikileaf.com/assets/strains/strain/Moon-Cookies-Icon.png"""
Maui Mango Diesel,2322,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660153_Maui-Mango-Diesel-icon.png"""
MediHaze,2323,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660174_Medi-Haze-icon.png"""
Misty Kush,2324,,,"""https://assets.wikileaf.com/assets/strains/strain/1576185770_Misty-Kush-icon.png"""
Nebula II CBD,2325,,,"""https://assets.wikileaf.com/assets/strains/strain/1576185786_Nebula-CBD-icon.png"""
Orange Wreck,2326,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678223_Orange-Wreck-icon.png"""
Strawberry Dream,2327,,,"""https://assets.wikileaf.com/assets/strains/strain/strawberry-dream-icon.png"""
Green Crack Extreme,2328,,,"""https://assets.wikileaf.com/assets/strains/strain/Green-crack-extreme-Icon.png"""
Go Time,2329,,,"""https://assets.wikileaf.com/assets/strains/strain/go-time-icon.png"""
McLovin,2330,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Super Cat Piss,2331,,,"""https://assets.wikileaf.com/assets/strains/strain/Super-Cat-Piss-Icon.jpg"""
8 Miles High,2332,,,"""https://assets.wikileaf.com/assets/strains/strain/8-miles-high-Icon.png"""
Orange Durban,2333,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678181_Orange-Durban-icon.png"""
Lemon OG Haze,2334,,,"""https://assets.wikileaf.com/assets/strains/strain/1576186667_Lemon-OG-Haze-icon.png"""
Ultra Sonja,2335,,,"""https://assets.wikileaf.com/assets/strains/strain/ultra-sonja-icon.png"""
Southern Lights,2336,,,"""https://assets.wikileaf.com/assets/strains/strain/Southern-Lights-Icon.jpg"""
Lemon Alien Dawg,2337,,,"""https://assets.wikileaf.com/assets/strains/strain/Lemon-Alien-Dawg-icon.png"""
Orange Snow Cone,2338,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314770_Orange-Snow-Cone-icon.png"""
Pan Jam,2339,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678369_Pan-Jam-icon.png"""
Peachy Mack,2340,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678394_Peachy-Mack-icon.png"""
Silver Back,2341,,,"""https://assets.wikileaf.com/assets/strains/strain/Silver-Back-Icon.png"""
Lemon Tree,2342,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Ocean View,2343,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314712_Ocean-View-icon.png"""
High School Sweetheart,2344,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Kush Cleaner,2345,,,"""https://assets.wikileaf.com/assets/strains/strain/Kush-Cleaner-Icon.png"""
OG Wreck,2346,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660330_OG-Wreck-icon.png"""
Ripped Bubba,2347,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678612_Ripped-Bubba-icon.png"""
Humble Pie,2348,,,"""../../../assets/img/strain-types/Indica_500.png"""
Flavor Crystals,2349,,,"""../../../assets/img/strain-types/Indica_500.png"""
OG's Pearl,2350,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678078_OGs-Pearl-icon.png"""
Palm Tree CBD,2351,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678270_Palm-Tree-CBD-icon.png"""
Perfect Purple,2352,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678423_Perfect-Purple-icon.png"""
Sweet Tea,2353,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Aurora Borealis,2354,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-AuroraBorealis.png"""
Black 84,2355,,,"""https://assets.wikileaf.com/assets/strains/strain/Black-84-icon.png"""
Phantom Arrow,2356,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660388_Phantom-Arrow-icon.png"""
Dream Girl,2357,,,"""https://assets.wikileaf.com/assets/strains/strain/Dream-Girl-Icon.png"""
Clusterfunk,2358,,,"""../../../assets/img/strain-types/Indica_500.png"""
Princess,2359,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Brandywine,2360,,,"""https://assets.wikileaf.com/assets/strains/strain/brandywine-icon.png"""
Crazy Miss Hyde,2361,,,"""https://assets.wikileaf.com/assets/strains/strain/str-crazymisshyde_500x500.png"""
White Slipper,2362,,,"""https://assets.wikileaf.com/assets/strains/strain/White-Slipper-Icon.png"""
Waferz,2363,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Island Haze,2364,,,"""https://assets.wikileaf.com/assets/strains/strain/Island-Haze-icon.png"""
Sweet Dreams,2365,,,"""https://assets.wikileaf.com/assets/strains/strain/sweet-dreams-icon.png"""
Special K,2366,,,"""https://assets.wikileaf.com/assets/strains/strain/SpecialK-Icon.png"""
2 Scoops,2367,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
CBD OG,2368,,,"""https://assets.wikileaf.com/assets/strains/strain/cbd-og-icon.png"""
Afghan Diesel,2369,,,"""https://assets.wikileaf.com/assets/strains/strain/str-afghan-diesel_500x500.png"""
Cherry Fire,2370,,,"""https://assets.wikileaf.com/assets/strains/strain/cherry-fire-icon.png"""
Chem Jack,2371,,,"""https://assets.wikileaf.com/assets/strains/strain/chem-jack-icon.png"""
Quick One,2372,,,"""https://assets.wikileaf.com/assets/strains/strain/Quick-One-icon.png"""
Jack Smack,2373,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-JackSmack.png"""
Lambo OG,2374,,,"""https://assets.wikileaf.com/assets/strains/strain/Lambo-OG-icon.png"""
Agape,2375,,,"""https://assets.wikileaf.com/assets/strains/strain/Agape-icon.png"""
CBD Rich Blessing,2376,,,"""https://assets.wikileaf.com/assets/strains/strain/cbd-rich-blessing-icon.png"""
Confidential Cookies,2377,,,"""https://assets.wikileaf.com/assets/strains/strain/confidential-cookies-icon.png"""
Acai Berry Gelato,2378,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Karamelo,2379,,,"""https://assets.wikileaf.com/assets/strains/strain/Karamelo-icon.png"""
Soul Assassin OG,2380,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678864_Soul-Assassin-OG-icon.png"""
Pure Afghan,2381,,,"""https://assets.wikileaf.com/assets/strains/strain/pure-afghan-strain-icon.png"""
Royal Dwarf,2382,,,"""https://assets.wikileaf.com/assets/strains/strain/RoyalDwarf-icon.png"""
Mandarin Temple,2383,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Mighty Glue,2384,,,"""https://assets.wikileaf.com/assets/strains/strain/1576185737_Mighty-Glue-icon.png"""
Chocolate Rain,2385,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-rain-icon.png"""
Richie Rich,2386,,,"""https://assets.wikileaf.com/assets/strains/strain/Richie-Rich-icon.jpg"""
Sourlope,2387,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678918_SourLope-icon.png"""
SleeSkunk,2388,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Thai Tanic,2389,,,"""https://assets.wikileaf.com/assets/strains/strain/Thai-Tanic-icon.jpg"""
Blueberry Cough,2390,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Skunky Diesel,2391,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678773_Skunky-Diesel-icon.png"""
Club 69,2392,,,"""https://assets.wikileaf.com/assets/strains/strain/club-69-icon.png"""
Cherry Vanilla Cookies,2393,,,"""https://assets.wikileaf.com/assets/strains/strain/cherry-vanilla-cookies-icon.png"""
Chocolate Drop,2394,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-drop-icon.png"""
Chocolate Skunk,2395,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-skunk-icon.png"""
Skywalker Alien,2396,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678790_Skywalker-Alien-icon.png"""
Chocolate Glue,2397,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-glue-icon.png"""
Cherry Sauce,2398,,,"""https://assets.wikileaf.com/assets/strains/strain/cherry-sauce-icon.png"""
Jah Goo,2399,,,"""https://assets.wikileaf.com/assets/strains/strain/Jah-Goo-icon.png"""
Joliet Jake,2400,,,"""https://assets.wikileaf.com/assets/strains/strain/Joliet-Jake-icon.png"""
Jawa Pie,2401,,,"""https://assets.wikileaf.com/assets/strains/strain/Jawa-Pie-Icon.png"""
Mountain Thunder,2402,,,"""https://assets.wikileaf.com/assets/strains/strain/Mountain-Thunder-Icon.png"""
Mud Bite,2403,,,"""https://assets.wikileaf.com/assets/strains/strain/Mud-Bite-icon.png"""
Pinot Green,2404,,,"""https://assets.wikileaf.com/assets/strains/strain/1576185928_Pinot-Green-icon.png"""
Guava Cake,2405,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Tangerine Man,2406,,,"""https://assets.wikileaf.com/assets/strains/strain/Tangerine-Man-icon.png"""
Kubbie Kush,2407,,,"""https://assets.wikileaf.com/assets/strains/strain/Kubbie-Kush-Icon.png"""
Purple Martian Kush,2408,,,"""https://assets.wikileaf.com/assets/strains/strain/1575314863_Purple-Martian-Kush-icon.png"""
Morning Glory,2409,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660236_Morning-Glory-icon.png"""
Sticky Icky,2410,,,"""../../../assets/img/strain-types/Indica_500.png"""
Inferno Haze,2411,,,"""https://assets.wikileaf.com/assets/strains/strain/Inferno-Haze-icon.png"""
Motavation,2412,,,"""https://assets.wikileaf.com/assets/strains/strain/Motavation-Icon.png"""
Cronuts,2413,,,"""../../../assets/img/strain-types/Indica_500.png"""
Moonbeam,2414,,,"""https://assets.wikileaf.com/assets/strains/strain/Moon-Beam-icon.png"""
Sweet Berry,2415,,,"""https://assets.wikileaf.com/assets/strains/strain/Sweet-Berry-icon.jpg"""
Purple Goat,2416,,,"""https://assets.wikileaf.com/assets/strains/strain/purple-goat-icon.png"""
Toxic Punch,2417,,,"""https://assets.wikileaf.com/assets/strains/strain/toxic-punch-icon.png"""
Cream Saverz,2418,,,"""../../../assets/img/strain-types/Indica_500.png"""
Birthday Cake,2419,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Confidential Wreck,2420,,,"""https://assets.wikileaf.com/assets/strains/strain/Confidential-Wreck-Icon.png"""
Mother of All Cherries,2421,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660272_Mother-of-all-Cherries-icon.png"""
Sugar Klingon,2422,,,"""https://assets.wikileaf.com/assets/strains/strain/Sugar-Klingon-icom2.png"""
ArcticBlue,2423,,,"""https://assets.wikileaf.com/assets/strains/strain/arctic-blue-icon.png"""
Bubblegum Cookies,2424,,,"""../../../assets/img/strain-types/Indica_500.png"""
Oriental Express,2425,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-OrientalExpress.png"""
Happy Rancher,2426,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-HappyRancher.png"""
Harlequin GDP,2427,,,"""https://assets.wikileaf.com/assets/strains/strain/Harlequin-GDP-icon.png"""
Purple Hashplant,2428,,,"""https://assets.wikileaf.com/assets/strains/strain/1578678485_Purple-Hash-Plant-icon.png"""
Lemon Zest,2429,,,"""https://assets.wikileaf.com/assets/strains/strain/Lemon-Zest-Icon.png"""
Dance World,2430,,,"""https://assets.wikileaf.com/assets/strains/strain/danceworld-icon.png"""
Pineapple Sage,2431,,,"""https://assets.wikileaf.com/assets/strains/strain/pineapple-sage-icon.png"""
Mystery 98,2432,,,"""https://assets.wikileaf.com/assets/strains/strain/Mystery-98-icon.png"""
Chocolate Sap,2433,,,"""https://assets.wikileaf.com/assets/strains/strain/chocolate-sap-icon.png"""
Pink Picasso,2434,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Pink Hawaiian,2435,,,"""https://assets.wikileaf.com/assets/strains/strain/1575660457_Pink-Hawaiian-icon.png"""
Limoncello,2436,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Cosmic Cookies,2437,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Purple Alien,2438,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Lemon OZ,2439,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
60 Day Wonder,2440,,,"""https://assets.wikileaf.com/assets/strains/strain/60-Day-Wonder-icon.png"""
Tally Mon,2441,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Pakistan Valley Kush,2442,,,"""../../../assets/img/strain-types/Indica_500.png"""
Pinkman Goo,2443,,,"""../../../assets/img/strain-types/Indica_500.png"""
Platinum Huckleberry Cookies,2444,,,"""../../../assets/img/strain-types/Indica_500.png"""
Punxsy Punch,2445,,,"""../../../assets/img/strain-types/Indica_500.png"""
SFV Dog,2446,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Banana Hammock,2447,,,"""../../../assets/img/strain-types/Indica_500.png"""
Oh! Zone,2448,,,"""../../../assets/img/strain-types/Indica_500.png"""
Layer Cake,2449,,,"""../../../assets/img/strain-types/Indica_500.png"""
Orange Haze,2450,,,"""https://assets.wikileaf.com/assets/strains/strain/Strain-OrangeHaze.png"""
Diesel Dawg,2451,,,"""../../../assets/img/strain-types/Indica_500.png"""
Triple G,2452,,,"""../../../assets/img/strain-types/Indica_500.png"""
Afghanica,2453,,,"""../../../assets/img/strain-types/Indica_500.png"""
Cherry Punch,2454,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Mango Brulee,2455,,,"""../../../assets/img/strain-types/Sativa_500.png"""
OZ Kush,2456,,,"""../../../assets/img/strain-types/Indica_500.png"""
Saturn OG,2457,,,"""https://assets.wikileaf.com/assets/strains/strain/saturn_og-icon.png"""
Orange Peel,2458,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Maui Haze,2459,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Jah Kush,2460,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Tasty Waves,2461,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Han Solo Burger,2462,,,"""../../../assets/img/strain-types/Sativa_500.png"""
Legend of Nigeria,2463,,,"""https://assets.wikileaf.com/assets/strains/strain/Legend-of-Nigeria-Icon.png"""
Candy Rain,2464,,,"""../../../assets/img/strain-types/Indica_500.png"""
Kronocaine,2465,,,"""../../../assets/img/strain-types/Indica_500.png"""
Temple Kush,2466,,,"""../../../assets/img/strain-types/Indica_500.png"""
Black Runtz,2467,,,"""../../../assets/img/strain-types/Hybrid_500.png"""
Banana Pudding,2468,,,"""../../../assets/img/strain-types/Indica_500.png"""
